Optimization,Result
-scev-aa -argpromotion -break-crit-edges -constmerge -deadargelim -dse -globaldce -globalopt, secure
-adce -argpromotion -break-crit-edges -constmerge -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -adce -argpromotion -break-crit-edges -constmerge -deadargelim -dse -globaldce -globalopt, secure
-always-inline -argpromotion -break-crit-edges -constmerge -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -constmerge -deadargelim -dse -globaldce -globalopt, secure
-adce -always-inline -argpromotion -break-crit-edges -constmerge -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -constmerge -deadargelim -dse -globaldce -globalopt, secure
-codegenprepare -constmerge -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -codegenprepare -constmerge -deadargelim -dse -globaldce -globalopt, secure
-adce -codegenprepare -constmerge -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -adce -codegenprepare -constmerge -deadargelim -dse -globaldce -globalopt, secure
-always-inline -codegenprepare -constmerge -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -always-inline -codegenprepare -constmerge -deadargelim -dse -globaldce -globalopt, secure
-adce -always-inline -codegenprepare -constmerge -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -adce -always-inline -codegenprepare -constmerge -deadargelim -dse -globaldce -globalopt, secure
-argpromotion -codegenprepare -constmerge -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -argpromotion -codegenprepare -constmerge -deadargelim -dse -globaldce -globalopt, secure
-adce -argpromotion -codegenprepare -constmerge -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -adce -argpromotion -codegenprepare -constmerge -deadargelim -dse -globaldce -globalopt, secure
-always-inline -argpromotion -codegenprepare -constmerge -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -always-inline -argpromotion -codegenprepare -constmerge -deadargelim -dse -globaldce -globalopt, secure
-adce -always-inline -argpromotion -codegenprepare -constmerge -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -adce -always-inline -argpromotion -codegenprepare -constmerge -deadargelim -dse -globaldce -globalopt, secure
-break-crit-edges -codegenprepare -constmerge -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -break-crit-edges -codegenprepare -constmerge -deadargelim -dse -globaldce -globalopt, secure
-adce -break-crit-edges -codegenprepare -constmerge -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -adce -break-crit-edges -codegenprepare -constmerge -deadargelim -dse -globaldce -globalopt, secure
-always-inline -break-crit-edges -codegenprepare -constmerge -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -always-inline -break-crit-edges -codegenprepare -constmerge -deadargelim -dse -globaldce -globalopt, secure
-adce -always-inline -break-crit-edges -codegenprepare -constmerge -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -adce -always-inline -break-crit-edges -codegenprepare -constmerge -deadargelim -dse -globaldce -globalopt, secure
-argpromotion -break-crit-edges -codegenprepare -constmerge -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -argpromotion -break-crit-edges -codegenprepare -constmerge -deadargelim -dse -globaldce -globalopt, secure
-adce -argpromotion -break-crit-edges -codegenprepare -constmerge -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -adce -argpromotion -break-crit-edges -codegenprepare -constmerge -deadargelim -dse -globaldce -globalopt, secure
-always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -deadargelim -dse -globaldce -globalopt, secure
-adce -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -deadargelim -dse -globaldce -globalopt, secure
-dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -dce -deadargelim -dse -globaldce -globalopt, secure
-adce -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -adce -dce -deadargelim -dse -globaldce -globalopt, secure
-always-inline -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -always-inline -dce -deadargelim -dse -globaldce -globalopt, secure
-adce -always-inline -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -adce -always-inline -dce -deadargelim -dse -globaldce -globalopt, secure
-argpromotion -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -argpromotion -dce -deadargelim -dse -globaldce -globalopt, secure
-adce -argpromotion -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -adce -argpromotion -dce -deadargelim -dse -globaldce -globalopt, secure
-always-inline -argpromotion -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -always-inline -argpromotion -dce -deadargelim -dse -globaldce -globalopt, secure
-adce -always-inline -argpromotion -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -adce -always-inline -argpromotion -dce -deadargelim -dse -globaldce -globalopt, secure
-break-crit-edges -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -break-crit-edges -dce -deadargelim -dse -globaldce -globalopt, secure
-adce -break-crit-edges -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -adce -break-crit-edges -dce -deadargelim -dse -globaldce -globalopt, secure
-always-inline -break-crit-edges -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -always-inline -break-crit-edges -dce -deadargelim -dse -globaldce -globalopt, secure
-adce -always-inline -break-crit-edges -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -adce -always-inline -break-crit-edges -dce -deadargelim -dse -globaldce -globalopt, secure
-argpromotion -break-crit-edges -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -argpromotion -break-crit-edges -dce -deadargelim -dse -globaldce -globalopt, secure
-adce -argpromotion -break-crit-edges -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -adce -argpromotion -break-crit-edges -dce -deadargelim -dse -globaldce -globalopt, secure
-always-inline -argpromotion -break-crit-edges -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -dce -deadargelim -dse -globaldce -globalopt, secure
-adce -always-inline -argpromotion -break-crit-edges -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -dce -deadargelim -dse -globaldce -globalopt, secure
-codegenprepare -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -codegenprepare -dce -deadargelim -dse -globaldce -globalopt, secure
-adce -codegenprepare -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -adce -codegenprepare -dce -deadargelim -dse -globaldce -globalopt, secure
-always-inline -codegenprepare -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -always-inline -codegenprepare -dce -deadargelim -dse -globaldce -globalopt, secure
-adce -always-inline -codegenprepare -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -adce -always-inline -codegenprepare -dce -deadargelim -dse -globaldce -globalopt, secure
-argpromotion -codegenprepare -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -argpromotion -codegenprepare -dce -deadargelim -dse -globaldce -globalopt, secure
-adce -argpromotion -codegenprepare -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -adce -argpromotion -codegenprepare -dce -deadargelim -dse -globaldce -globalopt, secure
-always-inline -argpromotion -codegenprepare -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -always-inline -argpromotion -codegenprepare -dce -deadargelim -dse -globaldce -globalopt, secure
-adce -always-inline -argpromotion -codegenprepare -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -adce -always-inline -argpromotion -codegenprepare -dce -deadargelim -dse -globaldce -globalopt, secure
-break-crit-edges -codegenprepare -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -break-crit-edges -codegenprepare -dce -deadargelim -dse -globaldce -globalopt, secure
-adce -break-crit-edges -codegenprepare -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -adce -break-crit-edges -codegenprepare -dce -deadargelim -dse -globaldce -globalopt, secure
-always-inline -break-crit-edges -codegenprepare -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -always-inline -break-crit-edges -codegenprepare -dce -deadargelim -dse -globaldce -globalopt, secure
-adce -always-inline -break-crit-edges -codegenprepare -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -adce -always-inline -break-crit-edges -codegenprepare -dce -deadargelim -dse -globaldce -globalopt, secure
-argpromotion -break-crit-edges -codegenprepare -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -argpromotion -break-crit-edges -codegenprepare -dce -deadargelim -dse -globaldce -globalopt, secure
-adce -argpromotion -break-crit-edges -codegenprepare -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -adce -argpromotion -break-crit-edges -codegenprepare -dce -deadargelim -dse -globaldce -globalopt, secure
-always-inline -argpromotion -break-crit-edges -codegenprepare -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -codegenprepare -dce -deadargelim -dse -globaldce -globalopt, secure
-adce -always-inline -argpromotion -break-crit-edges -codegenprepare -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -codegenprepare -dce -deadargelim -dse -globaldce -globalopt, secure
-constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-adce -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -adce -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-always-inline -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -always-inline -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-adce -always-inline -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -adce -always-inline -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-argpromotion -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -argpromotion -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-adce -argpromotion -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -adce -argpromotion -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-always-inline -argpromotion -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -always-inline -argpromotion -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-adce -always-inline -argpromotion -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -adce -always-inline -argpromotion -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-break-crit-edges -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -break-crit-edges -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-adce -break-crit-edges -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -adce -break-crit-edges -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-always-inline -break-crit-edges -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -always-inline -break-crit-edges -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-adce -always-inline -break-crit-edges -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -adce -always-inline -break-crit-edges -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-argpromotion -break-crit-edges -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -argpromotion -break-crit-edges -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-adce -argpromotion -break-crit-edges -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -adce -argpromotion -break-crit-edges -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-always-inline -argpromotion -break-crit-edges -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-adce -always-inline -argpromotion -break-crit-edges -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-codegenprepare -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-adce -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -adce -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-always-inline -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -always-inline -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-adce -always-inline -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -adce -always-inline -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-argpromotion -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -argpromotion -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-adce -argpromotion -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -adce -argpromotion -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-always-inline -argpromotion -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -always-inline -argpromotion -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-adce -always-inline -argpromotion -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -adce -always-inline -argpromotion -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-break-crit-edges -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-adce -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -adce -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-always-inline -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -always-inline -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-adce -always-inline -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -adce -always-inline -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-argpromotion -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-adce -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -adce -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-adce -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -globalopt, secure
-gvn, secure
-scev-aa -gvn, secure
-adce -gvn, secure
-scev-aa -adce -gvn, secure
-always-inline -gvn, secure
-scev-aa -always-inline -gvn, secure
-adce -always-inline -gvn, secure
-scev-aa -adce -always-inline -gvn, secure
-argpromotion -gvn, secure
-scev-aa -argpromotion -gvn, secure
-adce -argpromotion -gvn, secure
-scev-aa -adce -argpromotion -gvn, secure
-always-inline -argpromotion -gvn, secure
-scev-aa -always-inline -argpromotion -gvn, secure
-adce -always-inline -argpromotion -gvn, secure
-scev-aa -adce -always-inline -argpromotion -gvn, secure
-break-crit-edges -gvn, secure
-scev-aa -break-crit-edges -gvn, secure
-adce -break-crit-edges -gvn, secure
-scev-aa -adce -break-crit-edges -gvn, secure
-always-inline -break-crit-edges -gvn, secure
-scev-aa -always-inline -break-crit-edges -gvn, secure
-adce -always-inline -break-crit-edges -gvn, secure
-scev-aa -adce -always-inline -break-crit-edges -gvn, secure
-argpromotion -break-crit-edges -gvn, secure
-scev-aa -argpromotion -break-crit-edges -gvn, secure
-adce -argpromotion -break-crit-edges -gvn, secure
-scev-aa -adce -argpromotion -break-crit-edges -gvn, secure
-always-inline -argpromotion -break-crit-edges -gvn, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -gvn, secure
-adce -always-inline -argpromotion -break-crit-edges -gvn, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -gvn, secure
-codegenprepare -gvn, secure
-scev-aa -codegenprepare -gvn, secure
-adce -codegenprepare -gvn, secure
-scev-aa -adce -codegenprepare -gvn, secure
-always-inline -codegenprepare -gvn, secure
-scev-aa -always-inline -codegenprepare -gvn, secure
-adce -always-inline -codegenprepare -gvn, secure
-scev-aa -adce -always-inline -codegenprepare -gvn, secure
-argpromotion -codegenprepare -gvn, secure
-scev-aa -argpromotion -codegenprepare -gvn, secure
-adce -argpromotion -codegenprepare -gvn, secure
-scev-aa -adce -argpromotion -codegenprepare -gvn, secure
-always-inline -argpromotion -codegenprepare -gvn, secure
-scev-aa -always-inline -argpromotion -codegenprepare -gvn, secure
-adce -always-inline -argpromotion -codegenprepare -gvn, secure
-scev-aa -adce -always-inline -argpromotion -codegenprepare -gvn, secure
-break-crit-edges -codegenprepare -gvn, secure
-scev-aa -break-crit-edges -codegenprepare -gvn, secure
-adce -break-crit-edges -codegenprepare -gvn, secure
-scev-aa -adce -break-crit-edges -codegenprepare -gvn, secure
-always-inline -break-crit-edges -codegenprepare -gvn, secure
-scev-aa -always-inline -break-crit-edges -codegenprepare -gvn, secure
-adce -always-inline -break-crit-edges -codegenprepare -gvn, secure
-scev-aa -adce -always-inline -break-crit-edges -codegenprepare -gvn, secure
-argpromotion -break-crit-edges -codegenprepare -gvn, secure
-scev-aa -argpromotion -break-crit-edges -codegenprepare -gvn, secure
-adce -argpromotion -break-crit-edges -codegenprepare -gvn, secure
-scev-aa -adce -argpromotion -break-crit-edges -codegenprepare -gvn, secure
-always-inline -argpromotion -break-crit-edges -codegenprepare -gvn, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -codegenprepare -gvn, secure
-adce -always-inline -argpromotion -break-crit-edges -codegenprepare -gvn, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -codegenprepare -gvn, secure
-constmerge -gvn, secure
-scev-aa -constmerge -gvn, secure
-adce -constmerge -gvn, secure
-scev-aa -adce -constmerge -gvn, secure
-always-inline -constmerge -gvn, secure
-scev-aa -always-inline -constmerge -gvn, secure
-adce -always-inline -constmerge -gvn, secure
-scev-aa -adce -always-inline -constmerge -gvn, secure
-argpromotion -constmerge -gvn, secure
-scev-aa -argpromotion -constmerge -gvn, secure
-adce -argpromotion -constmerge -gvn, secure
-scev-aa -adce -argpromotion -constmerge -gvn, secure
-always-inline -argpromotion -constmerge -gvn, secure
-scev-aa -always-inline -argpromotion -constmerge -gvn, secure
-adce -always-inline -argpromotion -constmerge -gvn, secure
-scev-aa -adce -always-inline -argpromotion -constmerge -gvn, secure
-break-crit-edges -constmerge -gvn, secure
-scev-aa -break-crit-edges -constmerge -gvn, secure
-adce -break-crit-edges -constmerge -gvn, secure
-scev-aa -adce -break-crit-edges -constmerge -gvn, secure
-always-inline -break-crit-edges -constmerge -gvn, secure
-scev-aa -always-inline -break-crit-edges -constmerge -gvn, secure
-adce -always-inline -break-crit-edges -constmerge -gvn, secure
-scev-aa -adce -always-inline -break-crit-edges -constmerge -gvn, secure
-argpromotion -break-crit-edges -constmerge -gvn, secure
-scev-aa -argpromotion -break-crit-edges -constmerge -gvn, secure
-adce -argpromotion -break-crit-edges -constmerge -gvn, secure
-scev-aa -adce -argpromotion -break-crit-edges -constmerge -gvn, secure
-always-inline -argpromotion -break-crit-edges -constmerge -gvn, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -constmerge -gvn, secure
-adce -always-inline -argpromotion -break-crit-edges -constmerge -gvn, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -constmerge -gvn, secure
-codegenprepare -constmerge -gvn, secure
-scev-aa -codegenprepare -constmerge -gvn, secure
-adce -codegenprepare -constmerge -gvn, secure
-scev-aa -adce -codegenprepare -constmerge -gvn, secure
-always-inline -codegenprepare -constmerge -gvn, secure
-scev-aa -always-inline -codegenprepare -constmerge -gvn, secure
-adce -always-inline -codegenprepare -constmerge -gvn, secure
-scev-aa -adce -always-inline -codegenprepare -constmerge -gvn, secure
-argpromotion -codegenprepare -constmerge -gvn, secure
-scev-aa -argpromotion -codegenprepare -constmerge -gvn, secure
-adce -argpromotion -codegenprepare -constmerge -gvn, secure
-scev-aa -adce -argpromotion -codegenprepare -constmerge -gvn, secure
-always-inline -argpromotion -codegenprepare -constmerge -gvn, secure
-scev-aa -always-inline -argpromotion -codegenprepare -constmerge -gvn, secure
-adce -always-inline -argpromotion -codegenprepare -constmerge -gvn, secure
-scev-aa -adce -always-inline -argpromotion -codegenprepare -constmerge -gvn, secure
-break-crit-edges -codegenprepare -constmerge -gvn, secure
-scev-aa -break-crit-edges -codegenprepare -constmerge -gvn, secure
-adce -break-crit-edges -codegenprepare -constmerge -gvn, secure
-scev-aa -adce -break-crit-edges -codegenprepare -constmerge -gvn, secure
-always-inline -break-crit-edges -codegenprepare -constmerge -gvn, secure
-scev-aa -always-inline -break-crit-edges -codegenprepare -constmerge -gvn, secure
-adce -always-inline -break-crit-edges -codegenprepare -constmerge -gvn, secure
-scev-aa -adce -always-inline -break-crit-edges -codegenprepare -constmerge -gvn, secure
-argpromotion -break-crit-edges -codegenprepare -constmerge -gvn, secure
-scev-aa -argpromotion -break-crit-edges -codegenprepare -constmerge -gvn, secure
-adce -argpromotion -break-crit-edges -codegenprepare -constmerge -gvn, secure
-scev-aa -adce -argpromotion -break-crit-edges -codegenprepare -constmerge -gvn, secure
-always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -gvn, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -gvn, secure
-adce -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -gvn, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -gvn, secure
-dce -gvn, secure
-scev-aa -dce -gvn, secure
-adce -dce -gvn, secure
-scev-aa -adce -dce -gvn, secure
-always-inline -dce -gvn, secure
-scev-aa -always-inline -dce -gvn, secure
-adce -always-inline -dce -gvn, secure
-scev-aa -adce -always-inline -dce -gvn, secure
-argpromotion -dce -gvn, secure
-scev-aa -argpromotion -dce -gvn, secure
-adce -argpromotion -dce -gvn, secure
-scev-aa -adce -argpromotion -dce -gvn, secure
-always-inline -argpromotion -dce -gvn, secure
-scev-aa -always-inline -argpromotion -dce -gvn, secure
-adce -always-inline -argpromotion -dce -gvn, secure
-scev-aa -adce -always-inline -argpromotion -dce -gvn, secure
-break-crit-edges -dce -gvn, secure
-scev-aa -break-crit-edges -dce -gvn, secure
-adce -break-crit-edges -dce -gvn, secure
-scev-aa -adce -break-crit-edges -dce -gvn, secure
-always-inline -break-crit-edges -dce -gvn, secure
-scev-aa -always-inline -break-crit-edges -dce -gvn, secure
-adce -always-inline -break-crit-edges -dce -gvn, secure
-scev-aa -adce -always-inline -break-crit-edges -dce -gvn, secure
-argpromotion -break-crit-edges -dce -gvn, secure
-scev-aa -argpromotion -break-crit-edges -dce -gvn, secure
-adce -argpromotion -break-crit-edges -dce -gvn, secure
-scev-aa -adce -argpromotion -break-crit-edges -dce -gvn, secure
-always-inline -argpromotion -break-crit-edges -dce -gvn, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -dce -gvn, secure
-adce -always-inline -argpromotion -break-crit-edges -dce -gvn, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -dce -gvn, secure
-codegenprepare -dce -gvn, secure
-scev-aa -codegenprepare -dce -gvn, secure
-adce -codegenprepare -dce -gvn, secure
-scev-aa -adce -codegenprepare -dce -gvn, secure
-always-inline -codegenprepare -dce -gvn, secure
-scev-aa -always-inline -codegenprepare -dce -gvn, secure
-adce -always-inline -codegenprepare -dce -gvn, secure
-scev-aa -adce -always-inline -codegenprepare -dce -gvn, secure
-argpromotion -codegenprepare -dce -gvn, secure
-scev-aa -argpromotion -codegenprepare -dce -gvn, secure
-adce -argpromotion -codegenprepare -dce -gvn, secure
-scev-aa -adce -argpromotion -codegenprepare -dce -gvn, secure
-always-inline -argpromotion -codegenprepare -dce -gvn, secure
-scev-aa -always-inline -argpromotion -codegenprepare -dce -gvn, secure
-adce -always-inline -argpromotion -codegenprepare -dce -gvn, secure
-scev-aa -adce -always-inline -argpromotion -codegenprepare -dce -gvn, secure
-break-crit-edges -codegenprepare -dce -gvn, secure
-scev-aa -break-crit-edges -codegenprepare -dce -gvn, secure
-adce -break-crit-edges -codegenprepare -dce -gvn, secure
-scev-aa -adce -break-crit-edges -codegenprepare -dce -gvn, secure
-always-inline -break-crit-edges -codegenprepare -dce -gvn, secure
-scev-aa -always-inline -break-crit-edges -codegenprepare -dce -gvn, secure
-adce -always-inline -break-crit-edges -codegenprepare -dce -gvn, secure
-scev-aa -adce -always-inline -break-crit-edges -codegenprepare -dce -gvn, secure
-argpromotion -break-crit-edges -codegenprepare -dce -gvn, secure
-scev-aa -argpromotion -break-crit-edges -codegenprepare -dce -gvn, secure
-adce -argpromotion -break-crit-edges -codegenprepare -dce -gvn, secure
-scev-aa -adce -argpromotion -break-crit-edges -codegenprepare -dce -gvn, secure
-always-inline -argpromotion -break-crit-edges -codegenprepare -dce -gvn, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -codegenprepare -dce -gvn, secure
-adce -always-inline -argpromotion -break-crit-edges -codegenprepare -dce -gvn, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -codegenprepare -dce -gvn, secure
-constmerge -dce -gvn, secure
-scev-aa -constmerge -dce -gvn, secure
-adce -constmerge -dce -gvn, secure
-scev-aa -adce -constmerge -dce -gvn, secure
-always-inline -constmerge -dce -gvn, secure
-scev-aa -always-inline -constmerge -dce -gvn, secure
-adce -always-inline -constmerge -dce -gvn, secure
-scev-aa -adce -always-inline -constmerge -dce -gvn, secure
-argpromotion -constmerge -dce -gvn, secure
-scev-aa -argpromotion -constmerge -dce -gvn, secure
-adce -argpromotion -constmerge -dce -gvn, secure
-scev-aa -adce -argpromotion -constmerge -dce -gvn, secure
-always-inline -argpromotion -constmerge -dce -gvn, secure
-scev-aa -always-inline -argpromotion -constmerge -dce -gvn, secure
-adce -always-inline -argpromotion -constmerge -dce -gvn, secure
-scev-aa -adce -always-inline -argpromotion -constmerge -dce -gvn, secure
-break-crit-edges -constmerge -dce -gvn, secure
-scev-aa -break-crit-edges -constmerge -dce -gvn, secure
-adce -break-crit-edges -constmerge -dce -gvn, secure
-scev-aa -adce -break-crit-edges -constmerge -dce -gvn, secure
-always-inline -break-crit-edges -constmerge -dce -gvn, secure
-scev-aa -always-inline -break-crit-edges -constmerge -dce -gvn, secure
-adce -always-inline -break-crit-edges -constmerge -dce -gvn, secure
-scev-aa -adce -always-inline -break-crit-edges -constmerge -dce -gvn, secure
-argpromotion -break-crit-edges -constmerge -dce -gvn, secure
-scev-aa -argpromotion -break-crit-edges -constmerge -dce -gvn, secure
-adce -argpromotion -break-crit-edges -constmerge -dce -gvn, secure
